screen_name,url,country_code
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmVwCW6XIAAUOcv.jpg,GB
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmPoqsxW4AEmrtR.jpg,GB
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmPAt4kXUAQGvV1.jpg,GB
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmNU4fBXMAA0jT9.jpg,GB
CaptainScott87,http://pbs.twimg.com/media/EmOwQ_pXUAAyyeh.jpg,GB
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmO_uzCXcAUUHTe.jpg,GB
CarlaValeria97,http://pbs.twimg.com/tweet_video_thumb/EmRHO01W8AAwTXc.jpg,BR
CarlaValeria97,http://pbs.twimg.com/media/ElWEzI9WoAAdmXa.jpg,BR
CarlaValeria97,http://pbs.twimg.com/tweet_video_thumb/EmHAvvwWkAAsEVo.jpg,BR
CarlaValeria97,http://pbs.twimg.com/media/EmJarrJW0AQAG6W.jpg,BR
CarlaValeria97,http://pbs.twimg.com/media/ElhiA1tWMAA4Ua_.jpg,BR
CarlaValeria97,http://pbs.twimg.com/media/Elh76oiXYAE7n5A.jpg,BR
CarlaValeria97,http://pbs.twimg.com/tweet_video_thumb/EjsGDUAWsAACUv3.jpg,BR
CarlaValeria97,http://pbs.twimg.com/media/ElW6h0lW0AkeaQM.jpg,BR
CarlaValeria97,http://pbs.twimg.com/media/EkJMCPIXgAIEAQg.jpg,BR
CarlaValeria97,http://pbs.twimg.com/tweet_video_thumb/EldL58LWoAAlMCJ.jpg,BR
CarmVas,http://pbs.twimg.com/media/EYo2siqUwAA1YSc.jpg,US
CarmVas,http://pbs.twimg.com/tweet_video_thumb/EchIJDxU8AANffu.jpg,US
CarmVas,http://pbs.twimg.com/tweet_video_thumb/EdJUNzCUMAIBfEf.jpg,US
CarmVas,http://pbs.twimg.com/tweet_video_thumb/EbjFQBNVcAA364u.jpg,US
